Full Name,Political Party,Party Short,Twitter,Notes,Image_Adress
Mehmet Günal,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mehmetgunal07,Antalya,../../images/partiler/mhp.png
Mehmet Metiner,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MetinerBasin,İstanbul,../../images/partiler/akp.png
Mehmet Müezzinoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MuezzinogluDR,Bursa,../../images/partiler/akp.png
Mehmet Parsak,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mehmetparsak,Afyonkarahisar,../../images/partiler/mhp.png
Mehmet Sadık Atay,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetsadikatay,Aydın,../../images/partiler/akp.png
Mehmet Tüm,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mehmettumnet,Balıkesir,../../images/partiler/chp.png
Mehmet Uçum,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetucum,Kars,../../images/partiler/akp.png
Mehmet Uğur Dilipak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetdilipak,Kahramanmaraş,../../images/partiler/akp.png
Mehmet Varol,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mehmetvarolmhp,Nevşehir,../../images/partiler/mhp.png
Mehmet Yüksel,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MehmetYukselMlv,Denizli,../../images/partiler/akp.png
Mehmet Öntürk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetonturk,Hatay,../../images/partiler/akp.png
Mehmet İlker Çitil,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drilkercitil,Kahramanmaraş,../../images/partiler/akp.png
Mehmet Şeker,Cumhuriyet Halk Partisi,CHP,https://twitter.com/DrMehmetSeker,Gaziantep,../../images/partiler/chp.png
Mehmet Şimşek,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetesk1974,Gaziantep,../../images/partiler/akp.png
Mehmet Şükrü Erdinç,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MSErdinc,Adana,../../images/partiler/akp.png
Melike Basmacı,Cumhuriyet Halk Partisi,CHP,https://twitter.com/MelikeBasmac,Denizli,../../images/partiler/chp.png
Metin Külünk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mkulunk,İstanbul,../../images/partiler/akp.png
Metin Lütfi Baydar,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mlbaydar,Aydın,../../images/partiler/chp.png
Metin Çelik,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avmetincelik,Kastamonu,../../images/partiler/akp.png
Mevlüt Dudu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/MevlutDudu,Hatay,../../images/partiler/chp.png
Mizgin Irgat,Halkların Demokratik Partisi,HDP,https://twitter.com/mizginirgathdp,Bitlis,../../images/partiler/hdp.png
Muhammet Rıza Yalçınkaya,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yalcinkayariza,Bartın,../../images/partiler/chp.png
Muhammet Uğur Kaleli,Adalet ve Kalkınma Partisi,AKP,,Konya,../../images/partiler/akp.png
Muhsin Kızılkaya,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/kizilkayamuhsn,Mersin,../../images/partiler/akp.png
Murat Alparslan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Murat_Alparslan,Ankara,../../images/partiler/akp.png
Murat Başesgioğlu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mbasesgiolu37,İstanbul,../../images/partiler/mhp.png
Murat Emir,Cumhuriyet Halk Partisi,CHP,https://twitter.com/muratemirchp,Ankara,../../images/partiler/chp.png
Murat Göktürk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AvMuratGokturk,Nevşehir,../../images/partiler/akp.png
Murat Koç,Milliyetçi Hareket Partisi,MHP,https://twitter.com/muratkocmhp,İzmir,../../images/partiler/mhp.png
Murat Özçelik,Cumhuriyet Halk Partisi,CHP,,İstanbul,../../images/partiler/chp.png
Musa Çam,Cumhuriyet Halk Partisi,CHP,https://twitter.com/musacam,İzmir,../../images/partiler/chp.png
Mustafa Afşin Yazıcıoğlu,Adalet ve Kalkınma Partisi,AKP,,İstanbul,../../images/partiler/akp.png
Mustafa Akaydın,Cumhuriyet Halk Partisi,CHP,https://twitter.com/m_akaydin,Antalya,../../images/partiler/chp.png
Mustafa Balbay,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mustafabalbay,İzmir,../../images/partiler/chp.png
Mustafa Baloğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drmusbaloglu,Konya,../../images/partiler/akp.png
Mustafa Canlı,Milliyetçi Hareket Partisi,MHP,,Gümüşhane,../../images/partiler/mhp.png
Mustafa Erdem,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mustafaerdem_06,Ankara,../../images/partiler/mhp.png
Mustafa Gökhan Gülşen,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MGGulsen,Kastamonu,../../images/partiler/akp.png
Mustafa Hüsnü Bozkurt,Cumhuriyet Halk Partisi,CHP,https://twitter.com/HsnBozkurt,Konya,../../images/partiler/chp.png
Mustafa Mit,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mustafamit58,Ankara,../../images/partiler/mhp.png
Mustafa Muhammet Gültak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafagultak,Mersin,../../images/partiler/akp.png
Mustafa Sait Gönen,Milliyetçi Hareket Partisi,MHP,https://twitter.com/drsgonen,Konya,../../images/partiler/mhp.png
Mustafa Yün,Milliyetçi Hareket Partisi,MHP,https://twitter.com/MustafaYun,Kilis,../../images/partiler/mhp.png
Mustafa İbrahim Turhan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Mustafa_DSMI,İzmir,../../images/partiler/akp.png
Mustafa İsen,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/profmustafaisen,Sakarya,../../images/partiler/akp.png
Mustafa Şahin,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafashn44,Malatya,../../images/partiler/akp.png
Mustafa Şükrü Nazlı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/msnazli,Kütahya,../../images/partiler/akp.png
Müslüm Doğan,Halkların Demokratik Partisi,HDP,https://twitter.com/muslumdogan59,İzmir,../../images/partiler/hdp.png
Naci Ağbal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/naci_agbal,Bayburt,../../images/partiler/akp.png
Naci Bostancı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nacibostanci,Amasya,../../images/partiler/akp.png
Namık Havutça,Cumhuriyet Halk Partisi,CHP,https://twitter.com/namikhavutca,Balıkesir,../../images/partiler/chp.png
Necati Yılmaz,Cumhuriyet Halk Partisi,CHP,https://twitter.com/necatiyilmazank,Ankara,../../images/partiler/chp.png
Necdet Ünüvar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/necdetunuvar,Adana,../../images/partiler/akp.png
Nesrim Ulema,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Nesrinulema,İzmir,../../images/partiler/akp.png
Nevzat Palta,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nevzatpalta,Aksaray,../../images/partiler/akp.png
Nihat Akdoğan,Halkların Demokratik Partisi,HDP,https://twitter.com/nihatakdagon,Hakkari,../../images/partiler/hdp.png
Nihat Yeşil,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ChpNihatYesil,Ankara,../../images/partiler/chp.png
Nihat Zeybekci,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ZeybekciNihat,Denizli,../../images/partiler/akp.png
Niyazi Nefi Kara,Cumhuriyet Halk Partisi,CHP,https://twitter.com/niyazinefikara,Antalya,../../images/partiler/chp.png
Nureddin Nebati,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/NureddinNebati,Şanlıurfa,../../images/partiler/akp.png
Nurettin Demir,Cumhuriyet Halk Partisi,CHP,https://twitter.com/nurettin_demir,Muğla,../../images/partiler/chp.png
Nurettin Yaşar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nurttinyasar,Malatya,../../images/partiler/akp.png
Nurhayat Altaca Kayıoğlu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/nurhayataltaca,Bursa,../../images/partiler/chp.png
Nuri Okutan,Milliyetçi Hareket Partisi,MHP,https://twitter.com/TCNuriOkutan,Isparta,../../images/partiler/mhp.png
Nursel Aydoğan,Halkların Demokratik Partisi,HDP,https://twitter.com/nurselaydogan58,Diyarbakır,../../images/partiler/hdp.png
Nursel Reyhanlıoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nursel2023,Kahramanmaraş,../../images/partiler/akp.png
Oktay Vural,Milliyetçi Hareket Partisi,MHP,https://twitter.com/oktayvural,İzmir,../../images/partiler/mhp.png
Oktay Çanak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/oktaycanak52,Ordu,../../images/partiler/akp.png
Oktay Öztürk,Milliyetçi Hareket Partisi,MHP,https://twitter.com/OktayOzturk_MHP,Mersin,../../images/partiler/mhp.png
Orhan Düzgün,Cumhuriyet Halk Partisi,CHP,https://twitter.com/DuzgunOrhan,Tokat,../../images/partiler/chp.png
Orhan Erzurum,Milliyetçi Hareket Partisi,MHP,https://twitter.com/orhanerzurum28,Giresun,../../images/partiler/mhp.png
Orhan Karasayar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/KarasayarOrhan,Hatay,../../images/partiler/akp.png
Orhan Miroğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/OrhanMiroglu,Mardin,../../images/partiler/akp.png
Osman Baydemir,Halkların Demokratik Partisi,HDP,https://twitter.com/baydemirosman,Şanlıurfa,../../images/partiler/hdp.png
Osman Can,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/CanAnayasa,İstanbul,../../images/partiler/akp.png
Osman Kahveci,Adalet ve Kalkınma Partisi,AKP,,Karabük,../../images/partiler/akp.png
Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/okagankoksal,Kırıkkale,../../images/partiler/akp.png
Recai Berber,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mvrecaiberber,Manisa,../../images/partiler/akp.png
Recep Konuk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/recep_konuk,Karaman,../../images/partiler/akp.png
Recep Çetin,Milliyetçi Hareket Partisi,MHP,,Balıkesir,../../images/partiler/mhp.png
Remzi Özgökçe,Halkların Demokratik Partisi,HDP,https://twitter.com/RemziOzgokce,Van,../../images/partiler/hdp.png
Remziye Sıvacı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/remziyesivaci,Afyonkarahisar,../../images/partiler/akp.png
Reşat Petek,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ResatPetek,Burdur,../../images/partiler/akp.png
Reşit Polat,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Akresitpolat79,Kilis,../../images/partiler/akp.png
Ruhi Ersoy,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ersoyruhi,Osmaniye,../../images/partiler/mhp.png
Ruhsar Demirel,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ruhsardemirel,Eskişehir,../../images/partiler/mhp.png
Rüveyde Gülseren Işık,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ruveydegulseren,Konya,../../images/partiler/akp.png
Saadet Becerikli,Halkların Demokratik Partisi,HDP,https://twitter.com/SaadetBecerekli,Batman,../../images/partiler/hdp.png
Sadullah Kısacık,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/sadullahkisacik,Adana,../../images/partiler/akp.png
Sait Yüce,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Said_Yuce,Amasya,../../images/partiler/akp.png
Salih Fırat,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/DrSalihFirat,Adıyaman,../../images/partiler/akp.png
Salih Koca,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/eskoca26,Eskişehir,../../images/partiler/akp.png
Salih Çetinkaya,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/salih_etinkaya,Kırşehir,../../images/partiler/akp.png
Salim Uslu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/salimuslu__,Çorum,../../images/partiler/akp.png
Seher Akçınar Bayar,Halkların Demokratik Partisi,HDP,https://twitter.com/seher_akcinar,Erzurum,../../images/partiler/hdp.png
Selami Özyaşar,Halkların Demokratik Partisi,HDP,,Van,../../images/partiler/hdp.png
Selim Dursun,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/selimdursun06,Sivas,../../images/partiler/akp.png
Selina Doğan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/_SelinaDogan,İstanbul,../../images/partiler/chp.png
Selma Irmak,Halkların Demokratik Partisi,HDP,https://twitter.com/selmairmakhdp,Hakkari,../../images/partiler/hdp.png
Sema Kırcı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/semakirci,Balıkesir,../../images/partiler/akp.png
Sena Nur Çelik,Adalet ve Kalkınma Partisi,AKP,,Antalya,../../images/partiler/akp.png
Serpil Bulut,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/profserpilbulDr,Elazığ,../../images/partiler/akp.png
Sevde Bayazıt Kaçar,Adalet ve Kalkınma Partisi,AKP,,Kahramanmaraş,../../images/partiler/akp.png
Sevim Savaşer,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/sevimsavaser,İstanbul,../../images/partiler/akp.png
Seyfettin Yılmaz,Milliyetçi Hareket Partisi,MHP,https://twitter.com/seyfettinyilmaz,Adana,../../images/partiler/mhp.png
Seyit Ahmet Göçer,Milliyetçi Hareket Partisi,MHP,https://twitter.com/SeyitAhmetGocer,Kırıkkale,../../images/partiler/mhp.png
Seyit Eyyüpoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Seydiamca,Şanlıurfa,../../images/partiler/akp.png
Sezai Temelli,Halkların Demokratik Partisi,HDP,https://twitter.com/SezaiTemelli,İstanbul,../../images/partiler/hdp.png
Sibel Yiğitalp,Halkların Demokratik Partisi,HDP,https://twitter.com/Sibelyigitalp,Diyarbakır,../../images/partiler/hdp.png
Suat Önal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/DrSuatOnal,Osmaniye,../../images/partiler/akp.png
Süleyman Korkmaz,Milliyetçi Hareket Partisi,MHP,https://twitter.com/suleymankrkmz38,Kayseri,../../images/partiler/mhp.png
Süleyman Sencer Ayata,Cumhuriyet Halk Partisi,CHP,https://twitter.com/sencerayata,İstanbul,../../images/partiler/chp.png
Süreyya Sadi Bilgiç,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SSadiBilgic,Isparta,../../images/partiler/akp.png
Sırrı Süreyya Önder,Halkların Demokratik Partisi,HDP,https://twitter.com/sirsureyya,Ankara,../../images/partiler/hdp.png
Taha Özhan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/TahaOzhan,Malatya,../../images/partiler/akp.png
Talha Erol Durmaz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/dr_durmaz,Erzincan,../../images/partiler/akp.png
Talip Küçükcan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/tkucukcan,Adana,../../images/partiler/akp.png
Tarkan Akıllı,Milliyetçi Hareket Partisi,MHP,https://twitter.com/tarkanakilli,Antalya,../../images/partiler/mhp.png
Taşkın Aktaş,Halkların Demokratik Partisi,HDP,https://twitter.com/taskinaktas65,Ardahan,../../images/partiler/hdp.png
Tekin Bingöl,Cumhuriyet Halk Partisi,CHP,https://twitter.com/TekinBingolCHP,Ankara,../../images/partiler/chp.png
Tevfik Topçu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/topal_tevfik,Bursa,../../images/partiler/mhp.png
Tur Yıldız Biçer,Cumhuriyet Halk Partisi,CHP,https://twitter.com/turyildizbicer,Manisa,../../images/partiler/chp.png
Turan Yaldır,Milliyetçi Hareket Partisi,MHP,https://twitter.com/TuranYALDIR,Aksaray,../../images/partiler/mhp.png
Turgut Öker,Halkların Demokratik Partisi,HDP,https://twitter.com/OkerTurgut,İstanbul,../../images/partiler/hdp.png
Turhan Alçelik,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AlcelikDr,Giresun,../../images/partiler/akp.png
Tuğba Hezer,Halkların Demokratik Partisi,HDP,https://twitter.com/TugbaHezer,Van,../../images/partiler/hdp.png
Tülay Selamoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/TulaySelamoglu,Ankara,../../images/partiler/akp.png
Uygar Suphi Aktan,Milliyetçi Hareket Partisi,MHP,,İstanbul,../../images/partiler/mhp.png
Uğur Aydemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/uguraydemir45,Manisa,../../images/partiler/akp.png
Uğur Işılak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ugur_isilak,İstanbul,../../images/partiler/akp.png
Vedat Bayram,Milliyetçi Hareket Partisi,MHP,https://twitter.com/vedatbayramtc,Niğde,../../images/partiler/mhp.png
Vedat Bilgin,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/vedatbilgn,Ankara,../../images/partiler/akp.png
Veysi Kaynak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/VeysiKaynak,Kahramanmaraş,../../images/partiler/akp.png
Vural Kavuncu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drvural_kavuncu,Kütahya,../../images/partiler/akp.png
Yasin Aktay,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yaktay,Siirt,../../images/partiler/akp.png
Yavuz Temizer,Milliyetçi Hareket Partisi,MHP,,Elazığ,../../images/partiler/mhp.png
Yaşar Karayel,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/YasarKarayel38,Kayseri,../../images/partiler/akp.png
Yurdusev Özsökmenler,Halkların Demokratik Partisi,HDP,https://twitter.com/HDPozsokmenler,Van,../../images/partiler/hdp.png
Yusuf Halaçoğlu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/yusufhalacoglu,Kayseri,../../images/partiler/mhp.png
Yılmaz Tezcan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ytezcan33,Mersin,../../images/partiler/akp.png
Zehra Taşkeneslioğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ZTaskesenlioglu,Erzurum,../../images/partiler/akp.png
Zekeriya Birkan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zekeriyabirkan,Bursa,../../images/partiler/akp.png
Zekeriya Temizel,Cumhuriyet Halk Partisi,CHP,,İzmir,../../images/partiler/chp.png
Zeki Aygün,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aygunzeki,Kocaeli,../../images/partiler/akp.png
Zeki Çakan,Milliyetçi Hareket Partisi,MHP,,Zonguldak,../../images/partiler/mhp.png
Zeynel Balkız,Milliyetçi Hareket Partisi,MHP,https://twitter.com/AvBalkiz,Manisa,../../images/partiler/mhp.png
Zeynep Altıok,Cumhuriyet Halk Partisi,CHP,https://twitter.com/zeynabelle,İzmir,../../images/partiler/chp.png
Zihni Açba,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ZihniAcba,Sakarya,../../images/partiler/mhp.png
Ziver Özdemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ziverzdemir72,Batman,../../images/partiler/akp.png
Ziya Pir,Halkların Demokratik Partisi,HDP,https://twitter.com/ziyapir,Diyarbakır,../../images/partiler/hdp.png
Ziya Çalışkan,Halkların Demokratik Partisi,HDP,https://twitter.com/Ziyaroni,Şanlıurfa,../../images/partiler/hdp.png
Zühal Topcu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/profzuhaltopcu,Ankara,../../images/partiler/mhp.png
Zülfikar İnönü Tümer,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Zinonutumer,Adana,../../images/partiler/chp.png
Çağlar Demirel,Halkların Demokratik Partisi,HDP,https://twitter.com/caglardemirell,Diyarbakır,../../images/partiler/hdp.png
Çilem Küçükkeleş Öz,Halkların Demokratik Partisi,HDP,https://twitter.com/oz_cilem,Mersin,../../images/partiler/hdp.png
Ömer Süha Aldan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/OmerSuhaAldan,Muğla,../../images/partiler/chp.png
Önder Matlı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/OnderMatliBursa,Bursa,../../images/partiler/akp.png
Ünal Demirtaş,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AvUnaldemirtas,Zonguldak,../../images/partiler/chp.png
İbrahim Aydemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/_ibrahimaydemir,Erzurum,../../images/partiler/akp.png
İbrahim Ayhan,Halkların Demokratik Partisi,HDP,https://twitter.com/ibrayhan,Şanlıurfa,../../images/partiler/hdp.png
İbrahim Kürşat Tuna,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ikursattuna,Çanakkale,../../images/partiler/mhp.png
İbrahim Özdiş,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ibrahimozdis01,Adana,../../images/partiler/chp.png
İdris Baluken,Halkların Demokratik Partisi,HDP,https://twitter.com/idrisbaluken,Diyarbakır,../../images/partiler/hdp.png
İdris Güllüce,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/idrisgulluce,İstanbul,../../images/partiler/akp.png
İhsan Özkes,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ihsanozkes,İstanbul,../../images/partiler/chp.png
İhsan Şener,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ihsansener,Ordu,../../images/partiler/akp.png
İlhan Cihaner,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ilhancihaner,İstanbul,../../images/partiler/chp.png
İlhan Kesici,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ilhankesici,İstanbul,../../images/partiler/chp.png
İrfan Bakır,Cumhuriyet Halk Partisi,CHP,https://twitter.com/irfanbakirchp,Isparta,../../images/partiler/chp.png
İsmet Su,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ismetsu16,Bursa,../../images/partiler/akp.png
İsrafil Kışla,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/israfilkisla,Artvin,../../images/partiler/akp.png
Şafak Pavey,Cumhuriyet Halk Partisi,CHP,https://twitter.com/safakpavey,İstanbul,../../images/partiler/chp.png
Şafak Özanli,Halkların Demokratik Partisi,HDP,https://twitter.com/safak_ozanli,Kars,../../images/partiler/hdp.png
Şamil Tayyar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/samiltayyar27,Gaziantep,../../images/partiler/akp.png
Şebnem Koçakelçi,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Sebnem_kcklc,Bingöl,../../images/partiler/akp.png
